report_id,date,site,location,report_type,activity,report_text,sif_potential,sif_confidence,life_saving_rule,precursor,hazard,barrier,barrier_failure,priority
SYN-0450,2025-12-29,Duliajan,Duliajan — Tank Farm,Hazard Report,Energy Isolation — pump maintenance,"During compressor servicing after a change in the work sequence, lockout/tagout not verified. Residual pressure remained in the line. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.911,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
SYN-0451,2024-11-14,Geleki,Digboi — Process Unit,Hazard Report,Lifting Operations — relocating a chemical drum,"During loading a valve assembly after a change in the work sequence, lifting plan was not followed. A sling strand began to separate. The deviation was identified early, before anyone was exposed to serious harm. The route was cleared and barricaded.",No,0.834,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,personnel entered the suspended-load zone,Low
SYN-0452,2024-08-04,Geleki,Naharkatiya — Pipeline Corridor,Near Miss,Line of Fire — loosening a seized flange,"During handling a pressurized hose during a routine maintenance task, exclusion zone was not maintained. The hose whipped when the coupling released. The deviation was identified early, before anyone was exposed to serious harm. The lifting activity was paused for a new briefing.",No,0.838,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Medium
SYN-0453,2025-06-15,Digboi,Bongaigaon — Process Unit,Hazard Report,Line of Fire — moving materials beside a pipe rack,"During loosening a seized flange while preparing the job, stored energy was not assessed. A suspended load swung across the access route. The deviation was identified early, before anyone was exposed to serious harm. The area was barricaded before continuing.",No,0.928,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,Low
SYN-0454,2025-08-30,Geleki,Bongaigaon — Process Unit,Near Miss,Driving / Vehicle Safety — reversing a service vehicle,"During driving between installations during the morning shift, journey plan was not reviewed. The driver lost control on a wet bend. The deviation was identified early, before anyone was exposed to serious harm. The journey was restarted only after the load was secured.",No,0.718,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,seat belt was not used,Medium
SYN-0455,2025-10-09,Geleki,Naharkatiya — Tank Farm,Hazard Report,Driving / Vehicle Safety — reversing a service vehicle,"During reversing a service vehicle during the morning shift, reversing alarm was not working. A load shifted during transit. The condition created a credible potential for a fatal or permanently disabling event. The driver stopped and reported the near miss.",Yes,0.79,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,High
SYN-0456,2025-05-29,Geleki,Duliajan — Pipeline Corridor,Hazard Report,Line of Fire — moving materials beside a pipe rack,"During moving materials beside a pipe rack during the morning shift, spotter communication was unclear. The hose whipped when the coupling released. The condition created a credible potential for a fatal or permanently disabling event. The lifting activity was paused for a new briefing.",Yes,0.888,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,exclusion zone was not maintained,High
SYN-0457,2024-05-28,Naharkatiya,Geleki — Tank Farm,Hazard Report,Confined Space — inspection inside a vessel,"During cleaning a storage tank during a routine maintenance task, rescue plan was not briefed. Oxygen readings fell below the safe limit. The deviation was identified early, before anyone was exposed to serious harm. The entrant exited immediately and medical support was alerted.",No,0.771,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,continuous gas monitoring was unavailable,Medium
SYN-0458,2024-12-17,Digboi,Bongaigaon — Tank Farm,Hazard Report,Confined Space — inspection inside a vessel,"During entry into a sump after a change in the work sequence, entry permit was incomplete. Oxygen readings fell below the safe limit. The condition created a credible potential for a fatal or permanently disabling event. The entrant exited immediately and medical support was alerted.",Yes,0.786,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,entry permit was incomplete,High
SYN-0459,2025-03-31,Digboi,Digboi — Pipeline Corridor,Safety Observation,Energy Isolation — pump maintenance,"During pump maintenance while preparing the job, missing zero-energy test. The pump unexpectedly started. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.833,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
SYN-0460,2024-12-01,Duliajan,Naharkatiya — Workshop,Safety Observation,Line of Fire — handling a pressurized hose,"During loosening a seized flange after a change in the work sequence, stored energy was not assessed. The hose whipped when the coupling released. The condition created a credible potential for a fatal or permanently disabling event. The area was barricaded before continuing.",Yes,0.821,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,stored energy was not assessed,High
SYN-0461,2025-07-20,Bongaigaon,Naharkatiya — Workshop,Safety Observation,Energy Isolation — pump maintenance,"During valve replacement during a routine maintenance task, lockout/tagout not verified. A valve was still connected to the live header. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.791,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
